Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount
257,2023-02-19,CUST257,Male,19,Beauty,4,500,2000
281,2023-05-23,CUST281,Female,29,Beauty,4,500,2000
447,2023-07-06,CUST447,Male,22,Beauty,4,500,2000
480,2023-06-29,CUST480,Female,42,Beauty,4,500,2000
503,2023-10-25,CUST503,Male,45,Beauty,4,500,2000
577,2023-02-13,CUST577,Male,21,Beauty,4,500,2000
592,2023-01-24,CUST592,Female,46,Beauty,4,500,2000
743,2023-01-16,CUST743,Female,34,Beauty,4,500,2000
808,2023-04-01,CUST808,Male,33,Beauty,4,500,2000
832,2023-09-11,CUST832,Male,47,Beauty,4,500,2000
4,2023-05-21,CUST004,Male,37,Clothing,1,500,500
88,2023-03-29,CUST088,Male,56,Clothing,1,500,500
130,2023-03-12,CUST130,Female,57,Clothing,1,500,500
279,2023-08-05,CUST279,Male,50,Clothing,1,500,500
319,2023-10-05,CUST319,Male,31,Clothing,1,500,500
337,2023-05-01,CUST337,Male,38,Clothing,1,500,500
384,2023-08-13,CUST384,Male,55,Clothing,1,500,500
394,2023-06-03,CUST394,Female,27,Clothing,1,500,500
570,2023-08-15,CUST570,Male,49,Clothing,1,500,500
655,2023-06-13,CUST655,Female,55,Clothing,1,500,500
697,2023-01-15,CUST697,Male,53,Clothing,1,500,500
707,2023-10-01,CUST707,Female,26,Clothing,1,500,500
714,2023-02-12,CUST714,Female,18,Clothing,1,500,500
717,2023-03-11,CUST717,Male,57,Clothing,1,500,500
721,2023-05-14,CUST721,Female,52,Clothing,1,500,500
761,2023-11-07,CUST761,Female,33,Clothing,1,500,500
814,2023-09-05,CUST814,Female,59,Clothing,1,500,500
845,2023-01-06,CUST845,Male,54,Clothing,1,500,500
904,2023-07-04,CUST904,Male,28,Clothing,1,500,500
984,2023-08-29,CUST984,Male,56,Clothing,1,500,500
96,2023-12-19,CUST096,Female,44,Clothing,2,300,600
101,2023-01-29,CUST101,Male,32,Clothing,2,300,600
291,2023-01-08,CUST291,Male,60,Clothing,2,300,600
392,2023-12-08,CUST392,Male,27,Clothing,2,300,600
398,2023-05-16,CUST398,Female,48,Clothing,2,300,600
402,2023-03-21,CUST402,Female,41,Clothing,2,300,600
403,2023-05-20,CUST403,Male,32,Clothing,2,300,600
440,2023-10-26,CUST440,Male,64,Clothing,2,300,600
443,2023-08-09,CUST443,Male,29,Clothing,2,300,600
496,2023-12-14,CUST496,Male,23,Clothing,2,300,600
637,2023-09-01,CUST637,Male,43,Clothing,2,300,600
649,2023-02-09,CUST649,Female,58,Clothing,2,300,600
702,2023-07-27,CUST702,Female,60,Clothing,2,300,600
842,2023-12-26,CUST842,Female,47,Clothing,2,300,600
899,2023-05-25,CUST899,Male,26,Clothing,2,300,600
20,2023-11-05,CUST020,Male,22,Clothing,3,300,900
42,2023-02-17,CUST042,Male,22,Clothing,3,300,900
56,2023-05-31,CUST056,Female,26,Clothing,3,300,900
110,2023-06-11,CUST110,Male,27,Clothing,3,300,900
171,2023-11-24,CUST171,Female,52,Clothing,3,300,900
180,2023-01-01,CUST180,Male,41,Clothing,3,300,900
196,2023-09-30,CUST196,Female,32,Clothing,3,300,900
248,2023-03-09,CUST248,Male,26,Clothing,3,300,900
264,2023-01-28,CUST264,Male,47,Clothing,3,300,900
265,2023-12-11,CUST265,Male,55,Clothing,3,300,900
515,2023-07-17,CUST515,Female,49,Clothing,3,300,900
550,2023-12-07,CUST550,Male,40,Clothing,3,300,900
567,2023-06-14,CUST567,Female,25,Clothing,3,300,900
582,2023-11-14,CUST582,Male,35,Clothing,3,300,900
590,2023-03-17,CUST590,Male,36,Clothing,3,300,900
680,2023-10-22,CUST680,Female,53,Clothing,3,300,900
690,2023-11-05,CUST690,Female,52,Clothing,3,300,900
782,2023-06-04,CUST782,Male,59,Clothing,3,300,900
950,2023-11-07,CUST950,Male,36,Clothing,3,300,900
964,2023-01-31,CUST964,Male,24,Clothing,3,300,900
968,2023-11-17,CUST968,Female,48,Clothing,3,300,900
969,2023-04-19,CUST969,Female,40,Clothing,3,300,900
987,2023-04-29,CUST987,Female,30,Clothing,3,300,900
2,2023-02-27,CUST002,Female,26,Clothing,2,500,1000
203,2023-05-16,CUST203,Male,56,Clothing,2,500,1000
256,2023-02-18,CUST256,Male,23,Clothing,2,500,1000
274,2023-04-09,CUST274,Female,23,Clothing,2,500,1000
275,2023-04-08,CUST275,Male,43,Clothing,2,500,1000
346,2023-02-11,CUST346,Male,59,Clothing,2,500,1000
382,2023-05-26,CUST382,Female,53,Clothing,2,500,1000
453,2023-12-08,CUST453,Female,26,Clothing,2,500,1000
470,2023-05-17,CUST470,Female,57,Clothing,2,500,1000
534,2023-06-10,CUST534,Male,45,Clothing,2,500,1000
684,2023-06-30,CUST684,Female,28,Clothing,2,500,1000
986,2023-01-17,CUST986,Female,49,Clothing,2,500,1000
58,2023-11-13,CUST058,Male,18,Clothing,4,300,1200
107,2023-02-03,CUST107,Female,21,Clothing,4,300,1200
165,2023-09-14,CUST165,Female,60,Clothing,4,300,1200
202,2023-03-26,CUST202,Female,34,Clothing,4,300,1200
296,2023-09-06,CUST296,Female,22,Clothing,4,300,1200
340,2023-10-19,CUST340,Female,36,Clothing,4,300,1200
368,2023-08-23,CUST368,Female,56,Clothing,4,300,1200
405,2023-11-06,CUST405,Female,25,Clothing,4,300,1200
459,2023-03-21,CUST459,Male,28,Clothing,4,300,1200
482,2023-04-27,CUST482,Female,28,Clothing,4,300,1200
484,2023-01-13,CUST484,Female,19,Clothing,4,300,1200
553,2023-03-31,CUST553,Male,24,Clothing,4,300,1200
559,2023-01-01,CUST559,Female,40,Clothing,4,300,1200
663,2023-03-20,CUST663,Male,23,Clothing,4,300,1200
716,2023-08-08,CUST716,Female,60,Clothing,4,300,1200
726,2023-06-17,CUST726,Male,47,Clothing,4,300,1200
729,2023-05-23,CUST729,Male,29,Clothing,4,300,1200
800,2023-02-24,CUST800,Male,32,Clothing,4,300,1200
928,2023-04-05,CUST928,Female,35,Clothing,4,300,1200
943,2023-10-16,CUST943,Female,57,Clothing,4,300,1200
16,2023-02-17,CUST016,Male,19,Clothing,3,500,1500
78,2023-07-01,CUST078,Female,47,Clothing,3,500,1500
112,2023-12-02,CUST112,Male,37,Clothing,3,500,1500
115,2023-11-26,CUST115,Male,51,Clothing,3,500,1500
212,2023-06-09,CUST212,Male,21,Clothing,3,500,1500
215,2023-11-29,CUST215,Male,58,Clothing,3,500,1500
280,2023-04-04,CUST280,Female,37,Clothing,3,500,1500
421,2023-01-02,CUST421,Female,37,Clothing,3,500,1500
452,2023-05-08,CUST452,Female,48,Clothing,3,500,1500
474,2023-07-15,CUST474,Female,26,Clothing,3,500,1500
580,2023-12-06,CUST580,Female,31,Clothing,3,500,1500
647,2023-05-21,CUST647,Male,59,Clothing,3,500,1500
673,2023-02-01,CUST673,Female,43,Clothing,3,500,1500
942,2023-03-18,CUST942,Male,51,Clothing,3,500,1500
956,2023-08-19,CUST956,Male,30,Clothing,3,500,1500
124,2023-10-27,CUST124,Male,33,Clothing,4,500,2000
166,2023-04-02,CUST166,Male,34,Clothing,4,500,2000
253,2023-08-31,CUST253,Female,53,Clothing,4,500,2000
269,2023-02-01,CUST269,Male,25,Clothing,4,500,2000
342,2023-10-24,CUST342,Female,43,Clothing,4,500,2000
420,2023-01-23,CUST420,Female,22,Clothing,4,500,2000
476,2023-08-29,CUST476,Female,27,Clothing,4,500,2000
487,2023-07-24,CUST487,Male,44,Clothing,4,500,2000
547,2023-03-07,CUST547,Male,63,Clothing,4,500,2000
561,2023-05-27,CUST561,Female,64,Clothing,4,500,2000
572,2023-04-20,CUST572,Male,31,Clothing,4,500,2000
595,2023-11-09,CUST595,Female,18,Clothing,4,500,2000
626,2023-09-29,CUST626,Female,26,Clothing,4,500,2000
664,2023-12-28,CUST664,Female,44,Clothing,4,500,2000
731,2023-05-10,CUST731,Male,54,Clothing,4,500,2000
735,2023-10-04,CUST735,Female,64,Clothing,4,500,2000
789,2023-09-30,CUST789,Female,61,Clothing,4,500,2000
91,2023-03-25,CUST091,Female,55,Electronics,1,500,500
105,2023-07-25,CUST105,Female,22,Electronics,1,500,500
254,2023-07-28,CUST254,Male,41,Electronics,1,500,500
283,2023-05-08,CUST283,Female,18,Electronics,1,500,500
322,2023-01-30,CUST322,Male,51,Electronics,1,500,500
353,2023-05-14,CUST353,Male,31,Electronics,1,500,500
355,2023-12-09,CUST355,Female,55,Electronics,1,500,500
531,2023-12-07,CUST531,Male,31,Electronics,1,500,500
612,2023-08-06,CUST612,Female,61,Electronics,1,500,500
638,2023-08-19,CUST638,Male,46,Electronics,1,500,500
667,2023-08-01,CUST667,Female,29,Electronics,1,500,500
784,2023-11-04,CUST784,Female,34,Electronics,1,500,500
818,2023-05-18,CUST818,Male,30,Electronics,1,500,500
864,2023-07-27,CUST864,Female,51,Electronics,1,500,500
867,2023-06-06,CUST867,Male,21,Electronics,1,500,500
883,2023-05-09,CUST883,Male,40,Electronics,1,500,500
914,2023-10-11,CUST914,Female,59,Electronics,1,500,500
9,2023-12-13,CUST009,Male,63,Electronics,2,300,600
136,2023-03-20,CUST136,Male,44,Electronics,2,300,600
158,2023-02-27,CUST158,Female,44,Electronics,2,300,600
348,2023-12-03,CUST348,Female,35,Electronics,2,300,600
380,2023-05-06,CUST380,Male,56,Electronics,2,300,600
386,2023-12-27,CUST386,Female,54,Electronics,2,300,600
464,2023-01-13,CUST464,Male,38,Electronics,2,300,600
594,2023-09-01,CUST594,Female,19,Electronics,2,300,600
838,2023-05-13,CUST838,Male,47,Electronics,2,300,600
48,2023-05-16,CUST048,Male,54,Electronics,3,300,900
133,2023-02-16,CUST133,Male,20,Electronics,3,300,900
154,2023-10-02,CUST154,Male,51,Electronics,3,300,900
243,2023-05-23,CUST243,Female,47,Electronics,3,300,900
334,2023-11-01,CUST334,Male,31,Electronics,3,300,900
407,2023-06-25,CUST407,Female,46,Electronics,3,300,900
409,2023-12-18,CUST409,Female,21,Electronics,3,300,900
417,2023-11-21,CUST417,Male,43,Electronics,3,300,900
430,2023-08-07,CUST430,Female,43,Electronics,3,300,900
488,2023-06-18,CUST488,Female,51,Electronics,3,300,900
491,2023-05-23,CUST491,Female,60,Electronics,3,300,900
509,2023-06-26,CUST509,Female,37,Electronics,3,300,900
540,2023-12-08,CUST540,Female,46,Electronics,3,300,900
551,2023-07-14,CUST551,Male,45,Electronics,3,300,900
635,2023-08-17,CUST635,Female,63,Electronics,3,300,900
678,2023-12-23,CUST678,Female,60,Electronics,3,300,900
766,2023-02-25,CUST766,Male,38,Electronics,3,300,900
886,2023-04-09,CUST886,Male,37,Electronics,3,300,900
891,2023-04-05,CUST891,Male,41,Electronics,3,300,900
911,2023-05-21,CUST911,Male,42,Electronics,3,300,900
954,2023-09-25,CUST954,Female,50,Electronics,3,300,900
26,2023-10-07,CUST026,Female,28,Electronics,2,500,1000
49,2023-01-23,CUST049,Female,54,Electronics,2,500,1000
117,2023-03-15,CUST117,Male,19,Electronics,2,500,1000
153,2023-12-16,CUST153,Male,63,Electronics,2,500,1000
235,2023-01-31,CUST235,Female,23,Electronics,2,500,1000
297,2023-09-04,CUST297,Female,40,Electronics,2,500,1000
299,2023-07-25,CUST299,Male,61,Electronics,2,500,1000
352,2023-06-11,CUST352,Male,57,Electronics,2,500,1000
395,2023-12-06,CUST395,Male,50,Electronics,2,500,1000
404,2023-05-25,CUST404,Male,46,Electronics,2,500,1000
418,2023-08-05,CUST418,Female,60,Electronics,2,500,1000
432,2023-01-05,CUST432,Female,60,Electronics,2,500,1000
605,2023-07-24,CUST605,Male,37,Electronics,2,500,1000
709,2023-07-21,CUST709,Female,19,Electronics,2,500,1000
732,2023-02-11,CUST732,Male,61,Electronics,2,500,1000
779,2023-05-05,CUST779,Female,56,Electronics,2,500,1000
966,2023-02-20,CUST966,Male,60,Electronics,2,500,1000
31,2023-05-23,CUST031,Male,44,Electronics,4,300,1200
46,2023-06-26,CUST046,Female,20,Electronics,4,300,1200
99,2023-12-17,CUST099,Female,50,Electronics,4,300,1200
142,2023-02-02,CUST142,Male,35,Electronics,4,300,1200
181,2023-11-03,CUST181,Male,19,Electronics,4,300,1200
320,2023-02-01,CUST320,Female,28,Electronics,4,300,1200
332,2023-04-06,CUST332,Male,58,Electronics,4,300,1200
333,2023-02-05,CUST333,Female,54,Electronics,4,300,1200
361,2023-12-10,CUST361,Female,34,Electronics,4,300,1200
431,2023-10-15,CUST431,Male,63,Electronics,4,300,1200
437,2023-10-07,CUST437,Female,35,Electronics,4,300,1200
462,2023-04-01,CUST462,Male,63,Electronics,4,300,1200
479,2023-08-24,CUST479,Male,52,Electronics,4,300,1200
481,2023-06-06,CUST481,Female,43,Electronics,4,300,1200
756,2023-08-27,CUST756,Female,62,Electronics,4,300,1200
757,2023-12-25,CUST757,Female,43,Electronics,4,300,1200
828,2023-12-09,CUST828,Female,33,Electronics,4,300,1200
839,2023-06-24,CUST839,Female,20,Electronics,4,300,1200
847,2023-04-08,CUST847,Female,18,Electronics,4,300,1200
862,2023-05-31,CUST862,Male,28,Electronics,4,300,1200
13,2023-08-05,CUST013,Male,22,Electronics,3,500,1500
54,2023-02-10,CUST054,Female,38,Electronics,3,500,1500
111,2023-04-19,CUST111,Female,34,Electronics,3,500,1500
239,2023-06-19,CUST239,Male,38,Electronics,3,500,1500
356,2023-06-10,CUST356,Male,50,Electronics,3,500,1500
369,2023-11-15,CUST369,Male,23,Electronics,3,500,1500
385,2023-10-06,CUST385,Male,50,Electronics,3,500,1500
507,2023-11-02,CUST507,Female,37,Electronics,3,500,1500
533,2023-11-16,CUST533,Male,19,Electronics,3,500,1500
608,2023-12-02,CUST608,Female,55,Electronics,3,500,1500
676,2023-07-19,CUST676,Male,63,Electronics,3,500,1500
710,2023-10-31,CUST710,Female,26,Electronics,3,500,1500
711,2023-10-16,CUST711,Male,26,Electronics,3,500,1500
859,2023-08-18,CUST859,Female,56,Electronics,3,500,1500
15,2023-01-16,CUST015,Female,42,Electronics,4,500,2000
65,2023-12-05,CUST065,Male,51,Electronics,4,500,2000
72,2023-05-23,CUST072,Female,20,Electronics,4,500,2000
89,2023-10-01,CUST089,Female,55,Electronics,4,500,2000
109,2023-10-18,CUST109,Female,34,Electronics,4,500,2000
118,2023-05-16,CUST118,Female,30,Electronics,4,500,2000
152,2023-02-28,CUST152,Male,43,Electronics,4,500,2000
155,2023-05-17,CUST155,Male,31,Electronics,4,500,2000
157,2023-06-24,CUST157,Male,62,Electronics,4,500,2000
412,2023-09-16,CUST412,Female,19,Electronics,4,500,2000
416,2023-02-17,CUST416,Male,53,Electronics,4,500,2000
634,2023-10-08,CUST634,Male,60,Electronics,4,500,2000
700,2023-12-09,CUST700,Male,36,Electronics,4,500,2000
742,2023-01-21,CUST742,Female,38,Electronics,4,500,2000
773,2023-07-23,CUST773,Male,25,Electronics,4,500,2000
875,2023-08-06,CUST875,Female,51,Electronics,4,500,2000
927,2023-06-24,CUST927,Male,43,Electronics,4,500,2000
946,2023-05-08,CUST946,Male,62,Electronics,4,500,2000
970,2023-05-16,CUST970,Male,59,Electronics,4,500,2000
