Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount
328,2023-03-22,CUST328,Male,39,Beauty,2,50,100
338,2023-07-26,CUST338,Male,54,Beauty,2,50,100
406,2023-04-18,CUST406,Female,22,Beauty,4,25,100
414,2023-05-09,CUST414,Male,48,Beauty,4,25,100
492,2023-06-29,CUST492,Male,61,Beauty,4,25,100
500,2023-03-01,CUST500,Female,60,Beauty,4,25,100
511,2023-08-12,CUST511,Male,45,Beauty,2,50,100
516,2023-10-23,CUST516,Male,30,Beauty,4,25,100
549,2023-08-04,CUST549,Female,50,Beauty,2,50,100
599,2023-11-19,CUST599,Female,28,Beauty,2,50,100
652,2023-05-01,CUST652,Female,34,Beauty,2,50,100
672,2023-08-01,CUST672,Female,34,Beauty,2,50,100
715,2023-11-26,CUST715,Female,42,Beauty,4,25,100
745,2023-04-13,CUST745,Male,54,Beauty,2,50,100
778,2023-11-18,CUST778,Female,47,Beauty,4,25,100
809,2023-09-25,CUST809,Female,62,Beauty,2,50,100
819,2023-06-15,CUST819,Female,35,Beauty,2,50,100
924,2023-08-29,CUST924,Male,55,Beauty,2,50,100
932,2023-02-28,CUST932,Female,45,Beauty,4,25,100
951,2023-11-02,CUST951,Male,33,Beauty,2,50,100
972,2023-02-11,CUST972,Male,49,Beauty,4,25,100
998,2023-10-29,CUST998,Female,23,Beauty,4,25,100
55,2023-10-10,CUST055,Male,31,Beauty,4,30,120
182,2023-06-15,CUST182,Male,62,Beauty,4,30,120
262,2023-07-30,CUST262,Female,32,Beauty,4,30,120
271,2023-06-23,CUST271,Female,62,Beauty,4,30,120
335,2023-02-04,CUST335,Female,47,Beauty,4,30,120
536,2023-03-05,CUST536,Female,55,Beauty,4,30,120
598,2023-08-01,CUST598,Male,37,Beauty,4,30,120
633,2023-08-07,CUST633,Male,39,Beauty,4,30,120
796,2023-06-24,CUST796,Male,43,Beauty,4,30,120
931,2023-09-02,CUST931,Male,30,Beauty,4,30,120
1,2023-11-24,CUST001,Male,34,Beauty,3,50,150
60,2023-10-23,CUST060,Male,30,Beauty,3,50,150
200,2023-09-01,CUST200,Male,27,Beauty,3,50,150
336,2023-12-12,CUST336,Female,52,Beauty,3,50,150
504,2023-05-16,CUST504,Female,38,Beauty,3,50,150
554,2023-11-12,CUST554,Female,46,Beauty,3,50,150
576,2023-12-04,CUST576,Female,33,Beauty,3,50,150
822,2023-05-23,CUST822,Female,52,Beauty,3,50,150
910,2023-03-06,CUST910,Female,20,Beauty,3,50,150
912,2023-01-24,CUST912,Male,51,Beauty,3,50,150
38,2023-03-21,CUST038,Male,38,Beauty,4,50,200
61,2023-04-09,CUST061,Male,21,Beauty,4,50,200
75,2023-07-06,CUST075,Male,61,Beauty,4,50,200
82,2023-12-26,CUST082,Female,32,Beauty,4,50,200
251,2023-08-31,CUST251,Female,57,Beauty,4,50,200
330,2023-09-18,CUST330,Female,25,Beauty,4,50,200
354,2023-04-15,CUST354,Female,49,Beauty,4,50,200
433,2023-02-27,CUST433,Male,29,Beauty,4,50,200
494,2023-09-18,CUST494,Female,42,Beauty,4,50,200
510,2023-06-10,CUST510,Female,39,Beauty,4,50,200
584,2023-02-17,CUST584,Female,27,Beauty,4,50,200
628,2023-11-01,CUST628,Female,19,Beauty,4,50,200
639,2023-05-13,CUST639,Female,62,Beauty,4,50,200
723,2023-06-17,CUST723,Female,54,Beauty,4,50,200
740,2023-02-05,CUST740,Female,25,Beauty,4,50,200
785,2023-03-03,CUST785,Female,31,Beauty,4,50,200
817,2023-10-31,CUST817,Male,30,Beauty,4,50,200
833,2023-06-16,CUST833,Male,42,Beauty,4,50,200
903,2023-04-27,CUST903,Female,51,Beauty,4,50,200
936,2023-02-07,CUST936,Male,57,Beauty,4,50,200
961,2023-06-06,CUST961,Male,53,Beauty,4,50,200
52,2023-03-05,CUST052,Female,36,Beauty,1,300,300
79,2023-04-18,CUST079,Male,34,Beauty,1,300,300
174,2023-04-12,CUST174,Female,39,Beauty,1,300,300
240,2023-02-06,CUST240,Female,23,Beauty,1,300,300
358,2023-05-16,CUST358,Female,32,Beauty,1,300,300
378,2023-06-28,CUST378,Male,50,Beauty,1,300,300
555,2023-10-19,CUST555,Male,25,Beauty,1,300,300
794,2023-09-17,CUST794,Female,60,Beauty,1,300,300
905,2023-04-02,CUST905,Male,58,Beauty,1,300,300
947,2023-03-02,CUST947,Male,50,Beauty,1,300,300
21,2023-01-14,CUST021,Female,50,Beauty,1,500,500
28,2023-04-23,CUST028,Female,43,Beauty,1,500,500
128,2023-07-05,CUST128,Male,25,Beauty,1,500,500
220,2023-03-03,CUST220,Male,64,Beauty,1,500,500
238,2023-01-17,CUST238,Female,39,Beauty,1,500,500
364,2023-08-23,CUST364,Female,19,Beauty,1,500,500
408,2023-04-15,CUST408,Female,64,Beauty,1,500,500
537,2023-06-03,CUST537,Female,21,Beauty,1,500,500
539,2023-06-08,CUST539,Male,25,Beauty,1,500,500
541,2023-07-29,CUST541,Male,56,Beauty,1,500,500
760,2023-03-27,CUST760,Male,27,Beauty,1,500,500
781,2023-12-23,CUST781,Male,35,Beauty,1,500,500
934,2023-07-25,CUST934,Male,30,Beauty,1,500,500
937,2023-10-23,CUST937,Female,62,Beauty,1,500,500
129,2023-04-23,CUST129,Female,21,Beauty,2,300,600
131,2023-09-18,CUST131,Female,21,Beauty,2,300,600
221,2023-05-07,CUST221,Male,39,Beauty,2,300,600
233,2023-12-29,CUST233,Female,51,Beauty,2,300,600
290,2023-10-04,CUST290,Female,30,Beauty,2,300,600
302,2023-07-14,CUST302,Male,57,Beauty,2,300,600
373,2023-10-03,CUST373,Female,25,Beauty,2,300,600
508,2023-08-11,CUST508,Male,58,Beauty,2,300,600
543,2023-07-26,CUST543,Male,49,Beauty,2,300,600
610,2023-01-03,CUST610,Female,26,Beauty,2,300,600
976,2023-10-10,CUST976,Female,48,Beauty,2,300,600
30,2023-10-29,CUST030,Female,39,Beauty,3,300,900
35,2023-08-05,CUST035,Female,58,Beauty,3,300,900
36,2023-06-24,CUST036,Male,52,Beauty,3,300,900
183,2023-09-08,CUST183,Female,43,Beauty,3,300,900
198,2023-03-07,CUST198,Female,54,Beauty,3,300,900
295,2023-07-28,CUST295,Female,27,Beauty,3,300,900
323,2023-01-26,CUST323,Female,29,Beauty,3,300,900
435,2023-12-20,CUST435,Female,30,Beauty,3,300,900
457,2023-07-28,CUST457,Female,58,Beauty,3,300,900
472,2023-12-26,CUST472,Female,38,Beauty,3,300,900
624,2023-08-26,CUST624,Female,34,Beauty,3,300,900
708,2023-01-14,CUST708,Female,43,Beauty,3,300,900
722,2023-07-14,CUST722,Male,20,Beauty,3,300,900
727,2023-06-22,CUST727,Male,55,Beauty,3,300,900
788,2023-06-27,CUST788,Female,52,Beauty,3,300,900
806,2023-03-20,CUST806,Female,35,Beauty,3,300,900
827,2023-11-09,CUST827,Male,61,Beauty,3,300,900
923,2023-05-26,CUST923,Male,32,Beauty,3,300,900
94,2023-05-19,CUST094,Female,47,Beauty,2,500,1000
97,2023-10-13,CUST097,Female,51,Beauty,2,500,1000
104,2023-06-11,CUST104,Female,34,Beauty,2,500,1000
137,2023-11-18,CUST137,Male,46,Beauty,2,500,1000
161,2023-03-22,CUST161,Male,64,Beauty,2,500,1000
237,2023-02-04,CUST237,Female,50,Beauty,2,500,1000
393,2023-10-11,CUST393,Female,22,Beauty,2,500,1000
461,2023-03-25,CUST461,Female,18,Beauty,2,500,1000
589,2023-04-12,CUST589,Female,36,Beauty,2,500,1000
600,2023-10-22,CUST600,Female,59,Beauty,2,500,1000
621,2023-03-04,CUST621,Female,40,Beauty,2,500,1000
660,2023-04-29,CUST660,Female,38,Beauty,2,500,1000
662,2023-12-22,CUST662,Male,48,Beauty,2,500,1000
683,2023-01-04,CUST683,Male,38,Beauty,2,500,1000
816,2023-08-12,CUST816,Male,47,Beauty,2,500,1000
850,2023-07-28,CUST850,Female,26,Beauty,2,500,1000
853,2023-05-04,CUST853,Male,21,Beauty,2,500,1000
880,2023-08-21,CUST880,Male,22,Beauty,2,500,1000
990,2023-05-25,CUST990,Female,58,Beauty,2,500,1000
994,2023-12-18,CUST994,Female,51,Beauty,2,500,1000
67,2023-05-29,CUST067,Female,48,Beauty,4,300,1200
292,2023-02-17,CUST292,Male,20,Beauty,4,300,1200
298,2023-04-20,CUST298,Male,27,Beauty,4,300,1200
308,2023-08-05,CUST308,Female,34,Beauty,4,300,1200
424,2023-11-23,CUST424,Male,57,Beauty,4,300,1200
441,2023-10-10,CUST441,Male,57,Beauty,4,300,1200
524,2023-10-03,CUST524,Male,46,Beauty,4,300,1200
587,2023-06-08,CUST587,Female,40,Beauty,4,300,1200
597,2023-08-22,CUST597,Male,22,Beauty,4,300,1200
614,2023-04-01,CUST614,Female,39,Beauty,4,300,1200
648,2023-08-14,CUST648,Male,53,Beauty,4,300,1200
669,2023-06-19,CUST669,Male,24,Beauty,4,300,1200
682,2023-09-02,CUST682,Male,46,Beauty,4,300,1200
908,2023-12-29,CUST908,Male,46,Beauty,4,300,1200
47,2023-11-06,CUST047,Female,40,Beauty,3,500,1500
144,2023-07-15,CUST144,Female,59,Beauty,3,500,1500
164,2023-05-15,CUST164,Female,47,Beauty,3,500,1500
169,2023-11-17,CUST169,Male,18,Beauty,3,500,1500
193,2023-02-13,CUST193,Male,35,Beauty,3,500,1500
199,2023-12-04,CUST199,Male,45,Beauty,3,500,1500
213,2023-07-24,CUST213,Male,27,Beauty,3,500,1500
313,2023-03-21,CUST313,Female,55,Beauty,3,500,1500
372,2023-02-07,CUST372,Female,24,Beauty,3,500,1500
463,2023-07-31,CUST463,Female,54,Beauty,3,500,1500
506,2023-02-25,CUST506,Male,34,Beauty,3,500,1500
522,2023-01-01,CUST522,Male,46,Beauty,3,500,1500
611,2023-02-24,CUST611,Male,51,Beauty,3,500,1500
636,2023-03-23,CUST636,Female,21,Beauty,3,500,1500
677,2023-10-27,CUST677,Female,19,Beauty,3,500,1500
693,2023-04-23,CUST693,Male,41,Beauty,3,500,1500
720,2023-01-26,CUST720,Female,56,Beauty,3,500,1500
805,2023-12-29,CUST805,Female,30,Beauty,3,500,1500
843,2023-05-22,CUST843,Male,21,Beauty,3,500,1500
869,2023-10-25,CUST869,Male,37,Beauty,3,500,1500
74,2023-11-22,CUST074,Female,18,Beauty,4,500,2000
93,2023-07-14,CUST093,Female,35,Beauty,4,500,2000
139,2023-12-15,CUST139,Male,36,Beauty,4,500,2000
257,2023-02-19,CUST257,Male,19,Beauty,4,500,2000
281,2023-05-23,CUST281,Female,29,Beauty,4,500,2000
447,2023-07-06,CUST447,Male,22,Beauty,4,500,2000
480,2023-06-29,CUST480,Female,42,Beauty,4,500,2000
503,2023-10-25,CUST503,Male,45,Beauty,4,500,2000
577,2023-02-13,CUST577,Male,21,Beauty,4,500,2000
592,2023-01-24,CUST592,Female,46,Beauty,4,500,2000
743,2023-01-16,CUST743,Female,34,Beauty,4,500,2000
808,2023-04-01,CUST808,Male,33,Beauty,4,500,2000
832,2023-09-11,CUST832,Male,47,Beauty,4,500,2000
44,2023-02-19,CUST044,Female,22,Clothing,1,25,25
103,2023-01-17,CUST103,Female,59,Clothing,1,25,25
185,2023-02-27,CUST185,Male,24,Clothing,1,25,25
205,2023-11-07,CUST205,Female,43,Clothing,1,25,25
206,2023-08-05,CUST206,Male,61,Clothing,1,25,25
223,2023-02-02,CUST223,Female,64,Clothing,1,25,25
236,2023-04-28,CUST236,Female,54,Clothing,1,25,25
242,2023-05-02,CUST242,Male,21,Clothing,1,25,25
318,2023-10-24,CUST318,Male,61,Clothing,1,25,25
362,2023-11-27,CUST362,Male,50,Clothing,1,25,25
379,2023-02-05,CUST379,Female,47,Clothing,1,25,25
423,2023-03-08,CUST423,Female,27,Clothing,1,25,25
558,2023-10-08,CUST558,Female,41,Clothing,1,25,25
585,2023-05-01,CUST585,Female,24,Clothing,1,25,25
657,2023-02-11,CUST657,Male,40,Clothing,1,25,25
658,2023-03-12,CUST658,Male,59,Clothing,1,25,25
764,2023-03-25,CUST764,Female,40,Clothing,1,25,25
790,2023-08-08,CUST790,Male,62,Clothing,1,25,25
877,2023-06-19,CUST877,Female,58,Clothing,1,25,25
952,2023-11-13,CUST952,Female,57,Clothing,1,25,25
955,2023-07-14,CUST955,Male,58,Clothing,1,25,25
116,2023-08-23,CUST116,Female,23,Clothing,1,30,30
195,2023-02-05,CUST195,Male,52,Clothing,1,30,30
255,2023-04-08,CUST255,Male,48,Clothing,1,30,30
438,2023-01-19,CUST438,Female,42,Clothing,1,30,30
483,2023-04-25,CUST483,Male,55,Clothing,1,30,30
518,2023-05-11,CUST518,Female,40,Clothing,1,30,30
566,2023-12-02,CUST566,Female,64,Clothing,1,30,30
601,2023-04-10,CUST601,Male,19,Clothing,1,30,30
734,2023-01-10,CUST734,Female,27,Clothing,1,30,30
753,2023-02-28,CUST753,Female,32,Clothing,1,30,30
878,2023-06-30,CUST878,Female,20,Clothing,1,30,30
879,2023-12-26,CUST879,Male,23,Clothing,1,30,30
995,2023-04-30,CUST995,Female,41,Clothing,1,30,30
7,2023-03-13,CUST007,Male,46,Clothing,2,25,50
19,2023-09-16,CUST019,Female,62,Clothing,2,25,50
41,2023-02-22,CUST041,Male,34,Clothing,2,25,50
59,2023-07-05,CUST059,Male,62,Clothing,1,50,50
106,2023-05-18,CUST106,Female,46,Clothing,1,50,50
127,2023-07-24,CUST127,Female,33,Clothing,2,25,50
135,2023-02-26,CUST135,Male,20,Clothing,2,25,50
143,2023-07-17,CUST143,Female,45,Clothing,1,50,50
151,2023-12-15,CUST151,Male,29,Clothing,1,50,50
170,2023-06-02,CUST170,Female,25,Clothing,2,25,50
224,2023-06-23,CUST224,Female,25,Clothing,1,50,50
226,2023-10-29,CUST226,Female,61,Clothing,1,50,50
249,2023-10-20,CUST249,Male,20,Clothing,1,50,50
258,2023-12-04,CUST258,Female,37,Clothing,1,50,50
261,2023-08-05,CUST261,Male,21,Clothing,2,25,50
316,2023-04-22,CUST316,Female,48,Clothing,2,25,50
359,2023-07-22,CUST359,Male,50,Clothing,1,50,50
375,2023-09-17,CUST375,Male,32,Clothing,1,50,50
389,2023-12-01,CUST389,Male,21,Clothing,2,25,50
527,2023-04-11,CUST527,Male,57,Clothing,2,25,50
545,2023-06-01,CUST545,Male,27,Clothing,2,25,50
627,2023-10-14,CUST627,Male,57,Clothing,1,50,50
665,2023-04-20,CUST665,Male,57,Clothing,1,50,50
730,2023-08-04,CUST730,Female,36,Clothing,2,25,50
737,2023-06-29,CUST737,Female,33,Clothing,1,50,50
751,2023-08-31,CUST751,Female,42,Clothing,2,25,50
763,2023-02-28,CUST763,Male,34,Clothing,2,25,50
770,2023-10-22,CUST770,Male,32,Clothing,1,50,50
774,2023-04-12,CUST774,Female,40,Clothing,2,25,50
798,2023-08-04,CUST798,Male,61,Clothing,1,50,50
836,2023-04-19,CUST836,Female,22,Clothing,1,50,50
840,2023-05-24,CUST840,Male,62,Clothing,2,25,50
849,2023-05-04,CUST849,Male,32,Clothing,2,25,50
854,2023-12-20,CUST854,Male,29,Clothing,1,50,50
906,2023-06-04,CUST906,Female,20,Clothing,1,50,50
941,2023-03-19,CUST941,Female,57,Clothing,2,25,50
944,2023-06-05,CUST944,Male,44,Clothing,2,25,50
973,2023-03-22,CUST973,Male,60,Clothing,1,50,50
996,2023-05-16,CUST996,Male,62,Clothing,1,50,50
80,2023-12-10,CUST080,Female,64,Clothing,2,30,60
95,2023-11-24,CUST095,Female,32,Clothing,2,30,60
148,2023-05-09,CUST148,Male,18,Clothing,2,30,60
162,2023-08-21,CUST162,Male,39,Clothing,2,30,60
178,2023-10-04,CUST178,Male,40,Clothing,2,30,60
315,2023-06-01,CUST315,Male,47,Clothing,2,30,60
415,2023-01-27,CUST415,Male,53,Clothing,2,30,60
478,2023-04-13,CUST478,Female,58,Clothing,2,30,60
528,2023-07-06,CUST528,Female,36,Clothing,2,30,60
548,2023-04-09,CUST548,Female,51,Clothing,2,30,60
563,2023-08-09,CUST563,Male,20,Clothing,2,30,60
675,2023-08-04,CUST675,Female,45,Clothing,2,30,60
719,2023-04-04,CUST719,Female,42,Clothing,2,30,60
884,2023-04-29,CUST884,Female,26,Clothing,2,30,60
900,2023-02-21,CUST900,Male,21,Clothing,2,30,60
960,2023-08-08,CUST960,Male,59,Clothing,2,30,60
962,2023-10-19,CUST962,Male,44,Clothing,2,30,60
145,2023-11-02,CUST145,Female,39,Clothing,3,25,75
149,2023-10-11,CUST149,Male,22,Clothing,3,25,75
188,2023-05-03,CUST188,Male,40,Clothing,3,25,75
326,2023-09-15,CUST326,Female,18,Clothing,3,25,75
439,2023-07-09,CUST439,Male,50,Clothing,3,25,75
475,2023-01-20,CUST475,Male,26,Clothing,3,25,75
607,2023-03-17,CUST607,Male,54,Clothing,3,25,75
653,2023-05-20,CUST653,Male,54,Clothing,3,25,75
654,2023-06-21,CUST654,Male,42,Clothing,3,25,75
750,2023-03-06,CUST750,Female,35,Clothing,3,25,75
755,2023-04-22,CUST755,Female,58,Clothing,3,25,75
797,2023-01-07,CUST797,Male,40,Clothing,3,25,75
815,2023-08-27,CUST815,Female,51,Clothing,3,25,75
848,2023-02-13,CUST848,Female,63,Clothing,3,25,75
988,2023-05-28,CUST988,Female,63,Clothing,3,25,75
126,2023-10-26,CUST126,Female,28,Clothing,3,30,90
245,2023-09-06,CUST245,Male,47,Clothing,3,30,90
294,2023-03-27,CUST294,Female,23,Clothing,3,30,90
351,2023-09-25,CUST351,Female,56,Clothing,3,30,90
419,2023-05-22,CUST419,Female,44,Clothing,3,30,90
422,2023-06-20,CUST422,Female,28,Clothing,3,30,90
444,2023-03-07,CUST444,Female,61,Clothing,3,30,90
603,2023-07-16,CUST603,Female,40,Clothing,3,30,90
613,2023-04-23,CUST613,Female,52,Clothing,3,30,90
646,2023-05-03,CUST646,Male,38,Clothing,3,30,90
691,2023-04-23,CUST691,Female,51,Clothing,3,30,90
704,2023-08-28,CUST704,Female,62,Clothing,3,30,90
746,2023-01-11,CUST746,Female,33,Clothing,3,30,90
776,2023-10-31,CUST776,Male,35,Clothing,3,30,90
861,2023-02-17,CUST861,Female,41,Clothing,3,30,90
898,2023-11-02,CUST898,Female,42,Clothing,3,30,90
11,2023-02-14,CUST011,Male,23,Clothing,2,50,100
17,2023-04-22,CUST017,Female,27,Clothing,4,25,100
22,2023-10-15,CUST022,Male,18,Clothing,2,50,100
64,2023-01-24,CUST064,Male,49,Clothing,4,25,100
77,2023-07-09,CUST077,Female,47,Clothing,2,50,100
125,2023-08-08,CUST125,Male,48,Clothing,2,50,100
156,2023-11-25,CUST156,Female,43,Clothing,4,25,100
160,2023-08-11,CUST160,Female,43,Clothing,2,50,100
187,2023-06-07,CUST187,Female,64,Clothing,2,50,100
277,2023-08-18,CUST277,Male,36,Clothing,4,25,100
278,2023-03-13,CUST278,Female,37,Clothing,4,25,100
287,2023-02-20,CUST287,Male,54,Clothing,4,25,100
360,2023-03-09,CUST360,Male,42,Clothing,4,25,100
366,2023-02-07,CUST366,Male,57,Clothing,2,50,100
381,2023-07-09,CUST381,Female,44,Clothing,4,25,100
410,2023-11-21,CUST410,Female,29,Clothing,2,50,100
442,2023-03-17,CUST442,Female,60,Clothing,4,25,100
498,2023-06-19,CUST498,Female,50,Clothing,4,25,100
517,2023-04-08,CUST517,Female,47,Clothing,4,25,100
526,2023-12-10,CUST526,Male,33,Clothing,2,50,100
575,2023-03-28,CUST575,Male,60,Clothing,2,50,100
609,2023-12-19,CUST609,Female,47,Clothing,2,50,100
615,2023-12-23,CUST615,Female,61,Clothing,4,25,100
616,2023-09-23,CUST616,Male,41,Clothing,2,50,100
630,2023-08-15,CUST630,Male,42,Clothing,2,50,100
642,2023-05-22,CUST642,Female,54,Clothing,4,25,100
661,2023-07-16,CUST661,Female,44,Clothing,4,25,100
688,2023-10-03,CUST688,Male,56,Clothing,4,25,100
692,2023-09-07,CUST692,Female,64,Clothing,2,50,100
736,2023-01-27,CUST736,Male,29,Clothing,4,25,100
738,2023-04-25,CUST738,Male,41,Clothing,2,50,100
752,2023-12-09,CUST752,Male,29,Clothing,2,50,100
758,2023-05-12,CUST758,Male,64,Clothing,4,25,100
786,2023-10-17,CUST786,Male,48,Clothing,4,25,100
